,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
38633,26.0,male,High School,63227.0,5,MORTGAGE,3583.0,VENTURE,10.02,0.06,3.0,583.0,Yes,
13283,22.0,male,High School,109025.0,1,MORTGAGE,9500.0,DEBTCONSOLIDATION,11.01,0.09,3.0,640.0,No,0.0
34045,51.0,female,High School,34688.0,26,RENT,7011.0,DEBTCONSOLIDATION,6.4,0.2,25.0,696.0,Yes,0.0
31379,46.0,female,Associate,59740.0,23,RENT,2800.0,MEDICAL,10.59,0.05,13.0,,Yes,0.0
26334,35.0,male,Master,112473.0,13,RENT,14000.0,VENTURE,13.16,0.12,6.0,710.0,No,0.0
10450,23.0,male,Master,64253.0,2,MORTGAGE,8000.0,MEDICAL,16.29,0.12,2.0,,No,1.0
16883,25.0,male,,108101.0,3,MORTGAGE,14000.0,MEDICAL,7.49,0.13,2.0,645.0,Yes,0.0
6959,,female,High School,118470.0,4,RENT,6000.0,DEBTCONSOLIDATION,10.99,0.05,3.0,673.0,Yes,0.0
23591,34.0,female,Bachelor,71530.0,11,MORTGAGE,17000.0,HOMEIMPROVEMENT,17.74,0.24,10.0,548.0,No,1.0
15676,26.0,female,Bachelor,183214.0,6,MORTGAGE,5800.0,EDUCATION,7.88,0.03,3.0,604.0,Yes,
34314,,female,Associate,137722.0,9,MORTGAGE,6000.0,MEDICAL,10.19,0.04,5.0,572.0,Yes,0.0
36155,33.0,male,Master,72770.0,10,RENT,10000.0,PERSONAL,11.43,0.14,9.0,,No,0.0
10540,23.0,female,Master,40470.0,0,RENT,10000.0,EDUCATION,14.65,0.25,3.0,676.0,No,
43745,23.0,female,Master,36983.0,0,RENT,10000.0,MEDICAL,9.0,0.27,4.0,693.0,No,1.0
20343,28.0,male,Associate,49280.0,5,MORTGAGE,11200.0,HOMEIMPROVEMENT,5.42,0.23,9.0,664.0,Yes,0.0
22633,34.0,male,Master,68557.0,9,MORTGAGE,7000.0,DEBTCONSOLIDATION,7.9,0.1,10.0,581.0,Yes,0.0
26129,27.0,female,Bachelor,39777.0,3,OWN,9200.0,VENTURE,11.86,0.23,8.0,639.0,No,
8661,23.0,male,High School,73001.0,3,MORTGAGE,25850.0,EDUCATION,7.9,0.35,4.0,621.0,Yes,0.0
43435,23.0,male,Associate,22408.0,4,RENT,3235.0,PERSONAL,11.79,0.14,2.0,630.0,No,1.0
12023,24.0,female,Bachelor,95061.0,3,MORTGAGE,,VENTURE,13.48,0.18,2.0,660.0,Yes,0.0
26407,,female,Associate,36844.0,4,RENT,14300.0,MEDICAL,10.39,0.39,6.0,588.0,No,1.0
19400,29.0,male,Bachelor,41197.0,3,RENT,3000.0,VENTURE,15.99,0.07,8.0,597.0,No,1.0
227,24.0,male,Associate,96627.0,2,RENT,25000.0,PERSONAL,15.7,0.26,2.0,622.0,No,1.0
8298,26.0,male,Associate,57225.0,3,RENT,7500.0,DEBTCONSOLIDATION,9.99,0.13,3.0,543.0,Yes,0.0
2831,24.0,male,High School,43196.0,2,MORTGAGE,8000.0,HOMEIMPROVEMENT,11.71,0.19,2.0,585.0,Yes,0.0
26267,,female,Bachelor,83837.0,6,RENT,14000.0,PERSONAL,6.03,0.17,10.0,535.0,No,0.0
43781,26.0,female,High School,62131.0,2,MORTGAGE,13000.0,MEDICAL,15.34,0.21,2.0,578.0,No,1.0
25670,29.0,male,Associate,107466.0,9,MORTGAGE,4800.0,EDUCATION,14.11,0.04,8.0,644.0,Yes,0.0
15487,23.0,male,Associate,169121.0,4,MORTGAGE,12000.0,PERSONAL,5.42,0.07,3.0,667.0,Yes,0.0
10506,23.0,female,,38635.0,1,RENT,,MEDICAL,7.51,0.26,2.0,607.0,No,1.0
20664,28.0,male,Bachelor,36862.0,7,RENT,5000.0,MEDICAL,9.88,0.14,8.0,673.0,No,0.0
9731,22.0,female,Associate,77569.0,1,MORTGAGE,6625.0,DEBTCONSOLIDATION,6.62,0.09,2.0,649.0,Yes,
32240,44.0,female,High School,47126.0,20,MORTGAGE,6825.0,HOMEIMPROVEMENT,8.9,0.14,11.0,,Yes,0.0
23649,27.0,female,Associate,57566.0,6,RENT,9000.0,EDUCATION,12.98,0.16,7.0,619.0,Yes,0.0
21083,32.0,male,Associate,54886.0,7,MORTGAGE,15000.0,PERSONAL,7.51,0.27,5.0,675.0,Yes,0.0
14617,26.0,male,Associate,132876.0,3,MORTGAGE,4500.0,VENTURE,14.84,0.03,4.0,493.0,Yes,0.0
13911,24.0,female,Associate,118506.0,5,MORTGAGE,5000.0,MEDICAL,5.79,0.04,2.0,676.0,No,0.0
8658,24.0,male,Master,36920.0,3,RENT,8000.0,PERSONAL,9.25,0.22,2.0,692.0,No,0.0
3820,23.0,female,,47107.0,4,MORTGAGE,10000.0,EDUCATION,7.14,0.21,3.0,577.0,Yes,0.0
14801,24.0,male,Associate,139080.0,0,OWN,10000.0,HOMEIMPROVEMENT,7.51,0.07,3.0,672.0,Yes,0.0
32137,36.0,male,High School,44438.0,13,RENT,2500.0,DEBTCONSOLIDATION,9.76,0.06,12.0,670.0,Yes,0.0
5662,24.0,male,,121131.0,2,RENT,5000.0,DEBTCONSOLIDATION,11.01,0.04,3.0,632.0,Yes,0.0
3344,23.0,male,Bachelor,44405.0,2,OWN,15000.0,VENTURE,11.36,0.34,4.0,694.0,No,0.0
4028,26.0,,Associate,75443.0,4,RENT,4000.0,EDUCATION,13.06,0.05,2.0,579.0,Yes,0.0
9783,25.0,female,,36659.0,1,RENT,9000.0,DEBTCONSOLIDATION,17.58,0.25,4.0,672.0,No,1.0
1584,24.0,female,High School,43068.0,3,RENT,1500.0,EDUCATION,11.01,0.03,3.0,604.0,Yes,0.0
19617,33.0,male,Bachelor,42630.0,11,OWN,10000.0,VENTURE,8.49,0.23,5.0,643.0,Yes,0.0
36433,24.0,male,Bachelor,87658.0,0,RENT,19618.0,HOMEIMPROVEMENT,11.51,0.22,3.0,610.0,Yes,0.0
12385,26.0,male,Master,97169.0,3,MORTGAGE,6000.0,HOMEIMPROVEMENT,8.0,0.06,4.0,,No,0.0
41110,33.0,male,Bachelor,53248.0,8,MORTGAGE,15000.0,PERSONAL,12.53,0.28,14.0,720.0,Yes,0.0
28735,33.0,female,Associate,481043.0,12,MORTGAGE,15000.0,MEDICAL,6.03,0.03,6.0,618.0,Yes,0.0
18163,27.0,female,Doctorate,19647.0,5,OWN,6400.0,EDUCATION,7.74,0.33,9.0,685.0,No,1.0
3972,22.0,female,Associate,48992.0,2,MORTGAGE,10000.0,VENTURE,11.01,0.2,3.0,614.0,No,0.0
1538,21.0,female,,13049.0,0,RENT,1450.0,MEDICAL,7.51,0.11,4.0,661.0,Yes,0.0
34582,36.0,female,High School,96763.0,17,MORTGAGE,6000.0,VENTURE,11.48,0.06,10.0,621.0,Yes,0.0
42041,29.0,male,High School,48277.0,5,RENT,10413.0,PERSONAL,10.41,0.22,10.0,,No,0.0
21134,29.0,male,Master,47768.0,8,MORTGAGE,10000.0,PERSONAL,11.01,0.21,5.0,687.0,No,1.0
33804,24.0,female,High School,18432.0,2,RENT,1835.0,MEDICAL,9.9,0.1,3.0,675.0,No,0.0
32636,24.0,male,Associate,121082.0,0,MORTGAGE,4144.0,EDUCATION,10.66,0.03,3.0,,Yes,0.0
26970,29.0,male,Bachelor,145104.0,7,OWN,18000.0,PERSONAL,11.49,0.12,10.0,607.0,No,0.0
30776,43.0,female,High School,78961.0,20,MORTGAGE,6000.0,VENTURE,7.49,0.08,17.0,685.0,Yes,0.0
458,23.0,female,Associate,180804.0,1,RENT,24000.0,EDUCATION,7.49,0.13,4.0,573.0,Yes,0.0
44704,48.0,female,High School,23911.0,25,RENT,4000.0,DEBTCONSOLIDATION,10.93,0.17,11.0,669.0,No,1.0
23950,29.0,,High School,37219.0,9,RENT,10000.0,EDUCATION,16.82,0.27,7.0,623.0,No,1.0
43567,27.0,male,High School,53580.0,4,RENT,13650.0,DEBTCONSOLIDATION,10.65,0.25,7.0,548.0,No,1.0
7590,23.0,male,Bachelor,60813.0,0,RENT,6400.0,VENTURE,6.91,0.11,2.0,606.0,No,0.0
33569,23.0,male,,73052.0,0,RENT,5000.0,DEBTCONSOLIDATION,14.04,0.07,3.0,666.0,Yes,0.0
39967,,,Master,103152.0,3,RENT,10000.0,MEDICAL,11.4,0.1,6.0,646.0,Yes,0.0
13493,24.0,,,97657.0,3,MORTGAGE,10000.0,PERSONAL,11.66,0.1,2.0,645.0,No,1.0
3515,25.0,male,High School,48395.0,3,RENT,10500.0,PERSONAL,11.01,0.22,4.0,630.0,Yes,0.0
34393,32.0,female,Associate,168777.0,6,MORTGAGE,25000.0,HOMEIMPROVEMENT,15.65,0.15,10.0,626.0,Yes,0.0
18491,34.0,male,Associate,178937.0,13,RENT,20000.0,HOMEIMPROVEMENT,8.9,0.11,6.0,550.0,Yes,0.0
17984,27.0,male,,60038.0,2,RENT,25000.0,DEBTCONSOLIDATION,11.36,0.42,5.0,647.0,No,1.0
33304,29.0,male,,48832.0,7,RENT,12000.0,MEDICAL,9.61,0.25,9.0,621.0,No,0.0
16467,23.0,female,Bachelor,48102.0,2,MORTGAGE,3250.0,MEDICAL,11.01,0.07,3.0,599.0,No,1.0
37148,,male,Master,42998.0,4,RENT,3500.0,MEDICAL,7.64,0.08,5.0,682.0,Yes,0.0
23115,32.0,female,Associate,66452.0,11,RENT,8000.0,HOMEIMPROVEMENT,11.01,0.12,8.0,477.0,Yes,0.0
2431,21.0,female,High School,19941.0,1,RENT,2800.0,MEDICAL,7.4,0.14,4.0,668.0,No,1.0
19289,28.0,female,Bachelor,51672.0,5,RENT,2500.0,EDUCATION,8.49,0.05,8.0,567.0,Yes,0.0
5531,25.0,female,Bachelor,54897.0,2,MORTGAGE,3200.0,DEBTCONSOLIDATION,7.74,0.06,3.0,661.0,Yes,0.0
37783,24.0,female,High School,193240.0,0,RENT,20000.0,PERSONAL,14.61,0.1,3.0,583.0,No,0.0
27991,28.0,female,Associate,79144.0,7,MORTGAGE,25000.0,DEBTCONSOLIDATION,15.37,0.32,6.0,629.0,No,1.0
15611,25.0,male,Associate,180895.0,5,MORTGAGE,5000.0,DEBTCONSOLIDATION,12.99,0.03,4.0,704.0,No,0.0
36704,32.0,male,,65951.0,10,MORTGAGE,5000.0,DEBTCONSOLIDATION,6.6,0.08,7.0,688.0,No,0.0
39330,,female,Doctorate,129728.0,19,RENT,4823.0,PERSONAL,12.09,0.04,11.0,714.0,No,0.0
9673,24.0,female,Bachelor,76449.0,1,MORTGAGE,7000.0,DEBTCONSOLIDATION,11.01,0.09,3.0,680.0,No,0.0
16008,21.0,male,Associate,19769.0,0,RENT,1600.0,DEBTCONSOLIDATION,12.69,0.08,3.0,646.0,Yes,0.0
36866,24.0,female,Bachelor,26888.0,5,OWN,4403.0,EDUCATION,12.55,0.16,4.0,,No,
24260,,male,Associate,85312.0,9,OWN,3500.0,VENTURE,6.62,0.04,9.0,645.0,Yes,0.0
39145,28.0,male,Bachelor,75517.0,4,RENT,7000.0,MEDICAL,9.12,0.09,6.0,,Yes,0.0
32664,32.0,male,Associate,72638.0,10,MORTGAGE,12000.0,EDUCATION,6.58,0.17,11.0,584.0,Yes,
18001,28.0,,,240927.0,5,MORTGAGE,25000.0,EDUCATION,7.9,0.1,9.0,645.0,Yes,0.0
37872,40.0,female,Bachelor,52823.0,16,RENT,8434.0,VENTURE,11.95,0.16,12.0,703.0,No,0.0
3860,26.0,male,Associate,47665.0,4,MORTGAGE,10000.0,HOMEIMPROVEMENT,12.21,0.21,2.0,633.0,No,0.0
44803,24.0,,Master,70683.0,0,RENT,6000.0,MEDICAL,12.59,0.08,4.0,539.0,No,1.0
28694,30.0,male,High School,84906.0,5,RENT,2000.0,PERSONAL,10.65,0.02,10.0,643.0,Yes,0.0
33477,40.0,,High School,29573.0,15,RENT,4500.0,EDUCATION,12.95,0.15,14.0,688.0,No,0.0
39772,33.0,female,Master,124412.0,12,MORTGAGE,3424.0,DEBTCONSOLIDATION,5.89,0.03,8.0,573.0,Yes,0.0
44537,25.0,male,Associate,107913.0,0,MORTGAGE,25000.0,MEDICAL,15.62,0.23,4.0,676.0,No,1.0
256,23.0,male,Master,18831.0,0,MORTGAGE,6000.0,DEBTCONSOLIDATION,11.01,0.32,4.0,667.0,No,1.0
3263,26.0,female,High School,54878.0,5,RENT,3575.0,MEDICAL,11.01,0.07,2.0,704.0,No,0.0
38302,,male,Master,103807.0,1,RENT,6115.0,EDUCATION,9.4,0.06,4.0,690.0,No,0.0
35978,23.0,female,,63376.0,3,RENT,6000.0,EDUCATION,12.7,0.09,4.0,665.0,No,0.0
17190,24.0,male,High School,28206.0,2,RENT,7000.0,VENTURE,10.62,0.25,2.0,522.0,No,1.0
1711,25.0,male,High School,35428.0,1,MORTGAGE,1000.0,EDUCATION,5.42,0.03,3.0,625.0,No,0.0
41048,46.0,female,High School,128402.0,24,MORTGAGE,11500.0,EDUCATION,10.78,0.09,17.0,480.0,Yes,0.0
2699,24.0,female,,41918.0,3,MORTGAGE,4000.0,VENTURE,14.91,0.1,2.0,639.0,No,0.0
22168,29.0,,Associate,36514.0,5,RENT,6600.0,MEDICAL,15.33,0.18,8.0,694.0,No,1.0
30338,37.0,male,Doctorate,63561.0,12,MORTGAGE,15000.0,VENTURE,11.01,0.24,14.0,647.0,Yes,0.0
32695,30.0,male,Bachelor,39201.0,3,RENT,6000.0,MEDICAL,11.96,0.15,9.0,627.0,Yes,0.0
40256,34.0,male,Associate,49074.0,9,RENT,,PERSONAL,8.35,0.08,11.0,688.0,Yes,0.0
28801,29.0,female,High School,89970.0,7,RENT,16000.0,EDUCATION,13.11,0.18,6.0,624.0,No,
38625,23.0,,High School,39340.0,2,RENT,1672.0,EDUCATION,7.81,0.04,4.0,702.0,Yes,0.0
2313,22.0,female,Bachelor,30942.0,0,RENT,2500.0,DEBTCONSOLIDATION,11.14,0.08,3.0,625.0,No,0.0
21307,31.0,,Bachelor,57215.0,9,MORTGAGE,5500.0,PERSONAL,11.01,0.1,10.0,689.0,No,0.0
43260,42.0,male,Associate,72672.0,17,RENT,10000.0,MEDICAL,13.84,0.14,16.0,688.0,No,1.0
2297,23.0,male,High School,27595.0,0,RENT,2500.0,VENTURE,7.51,0.09,2.0,632.0,Yes,0.0
25659,30.0,female,Bachelor,92953.0,7,RENT,12000.0,MEDICAL,17.27,0.13,10.0,539.0,No,1.0
25218,33.0,female,,91000.0,8,MORTGAGE,7500.0,DEBTCONSOLIDATION,10.08,0.08,9.0,724.0,No,1.0
33886,33.0,male,High School,49069.0,9,MORTGAGE,14000.0,VENTURE,6.94,0.29,8.0,,No,0.0
6670,23.0,male,Associate,67218.0,0,RENT,6000.0,EDUCATION,10.99,0.09,2.0,624.0,Yes,0.0
12471,23.0,female,Master,55276.0,3,RENT,12000.0,PERSONAL,11.83,0.22,4.0,703.0,No,0.0
37575,36.0,male,Bachelor,156869.0,17,MORTGAGE,12000.0,PERSONAL,12.0,0.08,14.0,613.0,Yes,0.0
43743,28.0,male,Bachelor,105184.0,4,MORTGAGE,20000.0,PERSONAL,11.51,0.19,5.0,655.0,No,
27039,,female,Bachelor,145239.0,9,MORTGAGE,4700.0,PERSONAL,7.14,0.03,6.0,670.0,No,0.0
33088,26.0,female,High School,145127.0,1,MORTGAGE,8000.0,EDUCATION,10.55,0.06,3.0,674.0,Yes,0.0
29363,43.0,male,Master,60933.0,21,RENT,18000.0,PERSONAL,14.35,0.3,16.0,705.0,No,1.0
40062,28.0,female,Bachelor,150992.0,5,MORTGAGE,9975.0,VENTURE,7.4,0.07,8.0,673.0,Yes,0.0
933,22.0,female,Bachelor,29833.0,1,OWN,8000.0,MEDICAL,9.91,0.27,2.0,592.0,No,0.0
39527,23.0,,High School,70049.0,0,MORTGAGE,6000.0,MEDICAL,10.1,0.09,3.0,646.0,Yes,0.0
21532,35.0,male,Bachelor,37211.0,13,RENT,6000.0,DEBTCONSOLIDATION,6.54,0.16,6.0,621.0,No,
6014,25.0,male,Bachelor,71589.0,6,RENT,5600.0,MEDICAL,14.84,0.08,4.0,722.0,No,1.0
41041,34.0,female,Associate,63439.0,9,RENT,9000.0,VENTURE,11.18,0.14,9.0,538.0,Yes,0.0
19240,,female,High School,45296.0,4,RENT,13000.0,EDUCATION,9.91,0.29,10.0,547.0,No,1.0
28732,33.0,female,Bachelor,150923.0,12,MORTGAGE,20000.0,DEBTCONSOLIDATION,7.88,0.13,7.0,697.0,Yes,
26863,,male,Bachelor,139080.0,5,MORTGAGE,6300.0,EDUCATION,6.76,0.05,10.0,659.0,No,0.0
14415,24.0,female,Bachelor,128052.0,2,MORTGAGE,3000.0,MEDICAL,7.51,0.02,3.0,593.0,Yes,0.0
29966,36.0,female,Bachelor,35650.0,14,RENT,5000.0,MEDICAL,16.45,0.14,13.0,566.0,No,1.0
31831,36.0,female,Associate,186879.0,13,MORTGAGE,30000.0,DEBTCONSOLIDATION,7.9,0.16,17.0,658.0,No,0.0
17105,22.0,male,High School,30996.0,4,OWN,5000.0,VENTURE,6.03,0.16,3.0,673.0,No,0.0
37168,32.0,male,Bachelor,55249.0,10,RENT,10000.0,VENTURE,12.82,0.18,10.0,687.0,No,0.0
4605,22.0,female,Associate,50972.0,2,MORTGAGE,3100.0,VENTURE,6.76,0.06,4.0,687.0,No,0.0
42576,23.0,female,High School,76134.0,1,MORTGAGE,4000.0,PERSONAL,12.79,0.05,2.0,,No,1.0
24712,28.0,male,High School,90070.0,9,RENT,10000.0,HOMEIMPROVEMENT,11.71,0.11,8.0,544.0,Yes,0.0
32138,41.0,male,High School,123502.0,17,MORTGAGE,8800.0,EDUCATION,11.58,0.07,11.0,623.0,Yes,0.0
3787,25.0,male,,46715.0,0,OWN,12500.0,VENTURE,13.06,0.27,2.0,602.0,Yes,0.0
42875,30.0,female,Master,44175.0,1,RENT,,VENTURE,6.59,0.27,5.0,617.0,No,1.0
26623,35.0,,Bachelor,45511.0,12,RENT,2000.0,DEBTCONSOLIDATION,11.26,0.04,10.0,623.0,Yes,0.0
4972,,male,Bachelor,44046.0,2,RENT,5000.0,DEBTCONSOLIDATION,14.59,0.11,2.0,661.0,No,1.0
37966,23.0,male,Master,51562.0,1,OWN,12000.0,EDUCATION,11.51,0.23,4.0,649.0,No,
40553,28.0,female,Associate,50099.0,5,RENT,7121.0,DEBTCONSOLIDATION,9.51,0.14,4.0,518.0,Yes,0.0
11720,24.0,,,91112.0,1,MORTGAGE,10000.0,VENTURE,11.26,0.11,4.0,636.0,Yes,0.0
23725,28.0,female,Master,75250.0,7,RENT,9300.0,DEBTCONSOLIDATION,11.72,0.12,5.0,703.0,Yes,0.0
40718,,male,Bachelor,120990.0,0,MORTGAGE,14000.0,MEDICAL,11.56,0.12,4.0,,No,0.0
22780,,male,,40505.0,1,RENT,7600.0,MEDICAL,8.0,0.19,10.0,693.0,No,0.0
17464,21.0,,Bachelor,53907.0,0,RENT,7000.0,EDUCATION,11.46,0.13,2.0,661.0,No,1.0
21911,34.0,female,Bachelor,99614.0,13,RENT,,MEDICAL,8.9,0.06,5.0,688.0,Yes,0.0
28829,32.0,male,Master,120644.0,11,RENT,14400.0,DEBTCONSOLIDATION,13.35,0.12,5.0,718.0,No,0.0
37200,29.0,male,,75552.0,6,MORTGAGE,4800.0,EDUCATION,9.83,0.06,8.0,569.0,Yes,0.0
9353,24.0,female,Bachelor,67375.0,4,MORTGAGE,6000.0,MEDICAL,14.42,0.09,2.0,610.0,No,1.0
27393,28.0,male,Associate,166645.0,4,MORTGAGE,5000.0,MEDICAL,6.62,0.03,5.0,699.0,No,0.0
20793,27.0,male,Bachelor,52839.0,2,RENT,5000.0,MEDICAL,13.61,0.09,6.0,702.0,Yes,0.0
21528,,female,Bachelor,37031.0,8,RENT,6000.0,HOMEIMPROVEMENT,17.99,0.16,7.0,618.0,No,1.0
1682,,male,Associate,13011.0,4,RENT,1750.0,DEBTCONSOLIDATION,15.05,0.13,3.0,542.0,No,1.0
18077,35.0,female,,96996.0,15,RENT,25000.0,VENTURE,14.09,0.26,10.0,596.0,No,1.0
22435,,female,Doctorate,60721.0,9,RENT,7000.0,MEDICAL,11.01,0.12,9.0,670.0,Yes,0.0
32034,37.0,female,Associate,117228.0,16,MORTGAGE,10000.0,DEBTCONSOLIDATION,11.01,0.09,15.0,628.0,No,0.0
6637,26.0,female,,63443.0,2,RENT,6000.0,HOMEIMPROVEMENT,15.68,0.09,3.0,645.0,No,0.0
11363,22.0,female,High School,89768.0,0,MORTGAGE,4000.0,MEDICAL,6.99,0.04,4.0,675.0,Yes,0.0
2301,23.0,female,Bachelor,29779.0,4,RENT,2500.0,EDUCATION,11.71,0.08,2.0,,Yes,0.0
16731,26.0,male,Bachelor,60933.0,3,RENT,13000.0,HOMEIMPROVEMENT,11.01,0.21,4.0,585.0,Yes,0.0
18760,33.0,male,Associate,32686.0,12,RENT,1000.0,MEDICAL,10.99,0.03,7.0,,No,0.0
33059,39.0,male,Bachelor,47070.0,16,RENT,3000.0,DEBTCONSOLIDATION,11.07,0.06,16.0,611.0,Yes,0.0
29195,,female,High School,231498.0,16,MORTGAGE,5600.0,HOMEIMPROVEMENT,7.9,0.02,14.0,661.0,Yes,0.0
41044,31.0,female,Associate,51397.0,9,RENT,10000.0,EDUCATION,15.77,0.19,9.0,608.0,Yes,0.0
37911,25.0,female,Associate,96603.0,3,RENT,12000.0,MEDICAL,10.3,0.12,3.0,623.0,Yes,0.0
29978,,female,Associate,44952.0,28,MORTGAGE,15000.0,HOMEIMPROVEMENT,12.69,0.33,16.0,591.0,No,1.0
13118,25.0,female,Associate,106769.0,1,MORTGAGE,15000.0,EDUCATION,13.49,0.14,3.0,519.0,Yes,0.0
907,25.0,male,Bachelor,65799.0,2,RENT,19000.0,DEBTCONSOLIDATION,11.01,0.29,4.0,640.0,No,1.0
44431,,male,High School,62180.0,7,RENT,20400.0,EDUCATION,17.74,0.33,6.0,502.0,No,1.0
13304,21.0,,High School,45995.0,0,RENT,2800.0,VENTURE,7.88,0.06,4.0,621.0,No,0.0
10216,22.0,female,Associate,65758.0,0,RENT,9600.0,PERSONAL,7.9,0.15,4.0,,Yes,0.0
31613,38.0,,High School,137703.0,14,MORTGAGE,19000.0,DEBTCONSOLIDATION,9.99,0.14,12.0,631.0,No,0.0
41270,26.0,male,High School,60856.0,1,RENT,5423.0,DEBTCONSOLIDATION,8.5,0.09,3.0,631.0,Yes,0.0
10882,,female,Master,85203.0,0,MORTGAGE,9800.0,EDUCATION,7.14,0.12,4.0,689.0,Yes,0.0
29453,41.0,male,Master,39621.0,15,RENT,1500.0,HOMEIMPROVEMENT,14.74,0.04,17.0,702.0,No,1.0
21852,31.0,male,Bachelor,80169.0,9,RENT,6000.0,EDUCATION,11.01,0.07,5.0,601.0,No,0.0
34835,24.0,female,High School,102960.0,0,MORTGAGE,4000.0,EDUCATION,7.31,0.04,4.0,486.0,Yes,0.0
42097,,male,Master,56790.0,9,MORTGAGE,16899.0,EDUCATION,13.1,0.3,9.0,648.0,Yes,0.0
7941,22.0,male,Associate,61970.0,0,RENT,7000.0,VENTURE,12.18,0.11,2.0,,No,0.0
18262,31.0,male,Bachelor,166512.0,11,RENT,24000.0,PERSONAL,15.65,0.14,5.0,632.0,No,1.0
17799,26.0,male,Bachelor,121059.0,3,MORTGAGE,24000.0,DEBTCONSOLIDATION,10.99,0.2,4.0,582.0,Yes,0.0
24182,34.0,male,High School,55056.0,12,RENT,10000.0,VENTURE,11.71,0.18,10.0,664.0,Yes,0.0
811,22.0,male,Associate,27385.0,3,MORTGAGE,7200.0,PERSONAL,7.14,0.26,2.0,636.0,No,0.0
13416,22.0,female,Bachelor,25245.0,0,RENT,2600.0,EDUCATION,6.92,0.1,4.0,635.0,Yes,0.0
13100,26.0,male,Associate,106501.0,2,MORTGAGE,3800.0,HOMEIMPROVEMENT,6.54,0.04,2.0,588.0,No,0.0
11637,23.0,female,High School,87615.0,1,RENT,10000.0,PERSONAL,10.59,0.11,4.0,,Yes,0.0
44807,24.0,male,Associate,80801.0,5,RENT,23776.0,EDUCATION,7.18,0.29,3.0,,No,1.0
4580,,male,,123577.0,2,RENT,10000.0,MEDICAL,8.59,0.08,2.0,638.0,No,0.0
19306,33.0,male,Bachelor,64719.0,6,RENT,2500.0,HOMEIMPROVEMENT,9.99,0.04,7.0,,No,0.0
17670,25.0,male,High School,96880.0,0,RENT,20000.0,VENTURE,14.26,0.21,2.0,,Yes,0.0
23513,,male,Master,69911.0,3,MORTGAGE,17000.0,MEDICAL,12.18,0.24,8.0,644.0,No,
5080,22.0,male,High School,58627.0,0,RENT,5000.0,MEDICAL,11.36,0.09,4.0,651.0,No,0.0
12199,23.0,female,Bachelor,97085.0,3,MORTGAGE,,PERSONAL,5.99,0.03,3.0,553.0,Yes,
40173,27.0,female,High School,86441.0,4,RENT,20000.0,EDUCATION,12.77,0.23,5.0,651.0,No,0.0
38689,,male,Associate,90879.0,0,MORTGAGE,12000.0,HOMEIMPROVEMENT,6.68,0.13,3.0,601.0,Yes,0.0
6480,22.0,male,Bachelor,61408.0,2,MORTGAGE,10000.0,VENTURE,12.69,0.16,4.0,596.0,No,0.0
19115,32.0,male,,72949.0,10,RENT,2375.0,MEDICAL,11.83,0.03,7.0,635.0,No,0.0
1275,22.0,male,Bachelor,31349.0,2,MORTGAGE,7000.0,PERSONAL,13.92,0.22,3.0,574.0,Yes,0.0
26431,29.0,male,Bachelor,36878.0,5,OWN,4000.0,VENTURE,7.49,0.11,5.0,687.0,Yes,0.0
6774,21.0,male,Associate,27200.0,0,RENT,7000.0,EDUCATION,13.98,0.26,3.0,675.0,No,1.0
36181,29.0,female,Bachelor,169349.0,4,MORTGAGE,8371.0,VENTURE,11.66,0.05,4.0,648.0,Yes,0.0
37806,49.0,female,Associate,83260.0,21,RENT,7513.0,PERSONAL,10.42,0.09,15.0,682.0,No,
23953,29.0,female,Bachelor,82822.0,6,MORTGAGE,5000.0,MEDICAL,12.99,0.06,9.0,529.0,Yes,0.0
44836,26.0,male,Doctorate,293525.0,5,MORTGAGE,11635.0,DEBTCONSOLIDATION,15.81,0.04,4.0,689.0,No,1.0
23744,28.0,female,High School,79084.0,6,MORTGAGE,22000.0,PERSONAL,15.65,0.28,5.0,655.0,No,0.0
26125,29.0,male,Bachelor,116436.0,6,MORTGAGE,10000.0,HOMEIMPROVEMENT,11.01,0.09,5.0,632.0,Yes,0.0
32408,56.0,male,High School,24016.0,30,RENT,6025.0,VENTURE,11.71,0.25,19.0,678.0,No,1.0
42803,34.0,male,Associate,71758.0,14,MORTGAGE,12000.0,MEDICAL,14.74,0.17,10.0,537.0,No,1.0
3572,21.0,male,High School,61422.0,1,RENT,3600.0,EDUCATION,7.88,0.06,3.0,,Yes,0.0
9852,24.0,female,High School,79062.0,1,MORTGAGE,12000.0,PERSONAL,9.91,0.15,3.0,569.0,Yes,0.0
32371,59.0,male,Bachelor,48675.0,37,MORTGAGE,3600.0,PERSONAL,7.49,0.07,24.0,618.0,Yes,0.0
29083,30.0,female,Associate,30413.0,7,RENT,5000.0,MEDICAL,6.91,0.16,7.0,627.0,No,0.0
8969,21.0,female,Bachelor,72915.0,0,MORTGAGE,6000.0,PERSONAL,6.91,0.08,4.0,624.0,No,0.0
43071,24.0,female,High School,15981.0,0,RENT,2500.0,VENTURE,12.35,0.16,2.0,593.0,No,1.0
33206,24.0,female,High School,133302.0,0,MORTGAGE,15000.0,EDUCATION,11.1,0.11,4.0,535.0,Yes,0.0
