,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
41784,30.0,male,Bachelor,30133.0,7,RENT,,DEBTCONSOLIDATION,10.97,0.17,8.0,634.0,Yes,0.0
43016,27.0,female,Master,76634.0,6,RENT,20000.0,MEDICAL,12.86,0.26,5.0,,No,1.0
35414,28.0,female,Bachelor,68440.0,5,MORTGAGE,13000.0,VENTURE,9.98,0.19,5.0,628.0,Yes,0.0
22556,31.0,female,Bachelor,67753.0,9,MORTGAGE,13000.0,MEDICAL,10.62,0.19,9.0,611.0,Yes,0.0
11639,22.0,male,Bachelor,91378.0,0,MORTGAGE,16000.0,EDUCATION,13.61,0.18,2.0,628.0,Yes,0.0
24920,31.0,,Bachelor,58757.0,8,RENT,11200.0,EDUCATION,11.01,0.19,5.0,565.0,Yes,0.0
37925,30.0,female,Associate,51349.0,10,RENT,12000.0,PERSONAL,10.85,0.23,9.0,612.0,Yes,0.0
4321,24.0,male,Bachelor,48930.0,0,OWN,9000.0,HOMEIMPROVEMENT,8.94,0.18,3.0,677.0,No,0.0
43184,23.0,male,Bachelor,49325.0,1,RENT,,EDUCATION,11.96,0.39,3.0,699.0,No,1.0
30703,39.0,male,Associate,90710.0,14,RENT,8000.0,VENTURE,6.54,0.09,15.0,697.0,No,0.0
589,24.0,male,High School,48897.0,2,RENT,20000.0,PERSONAL,12.53,0.41,3.0,656.0,No,1.0
25366,32.0,female,Associate,101758.0,9,MORTGAGE,15000.0,MEDICAL,6.91,0.15,7.0,696.0,Yes,0.0
13271,23.0,male,Associate,67644.0,1,RENT,12300.0,VENTURE,11.01,0.18,4.0,577.0,Yes,0.0
34951,30.0,female,Associate,58573.0,7,RENT,4000.0,PERSONAL,12.1,0.07,6.0,632.0,Yes,0.0
1856,21.0,male,Associate,36893.0,0,MORTGAGE,2400.0,EDUCATION,11.71,0.07,3.0,622.0,Yes,0.0
21248,27.0,male,High School,54834.0,5,RENT,5200.0,DEBTCONSOLIDATION,13.49,0.09,8.0,570.0,Yes,0.0
43805,33.0,male,Associate,37069.0,9,RENT,10000.0,VENTURE,12.59,0.27,8.0,657.0,No,1.0
84,26.0,male,Bachelor,15505.0,0,OWN,2700.0,DEBTCONSOLIDATION,11.01,0.17,4.0,587.0,No,1.0
31339,37.0,male,Associate,107899.0,13,MORTGAGE,3600.0,VENTURE,6.62,0.03,17.0,690.0,Yes,0.0
29150,38.0,male,High School,15693.0,16,OWN,4800.0,DEBTCONSOLIDATION,7.29,0.31,12.0,587.0,No,1.0
44125,27.0,,Bachelor,45683.0,2,RENT,13819.0,EDUCATION,10.21,0.3,5.0,598.0,No,1.0
23673,28.0,female,Associate,56167.0,7,RENT,,DEBTCONSOLIDATION,17.56,0.16,7.0,692.0,No,1.0
43513,45.0,male,,72642.0,18,RENT,25782.0,EDUCATION,9.71,0.35,17.0,617.0,No,1.0
8269,23.0,male,High School,69575.0,0,OWN,9575.0,VENTURE,9.63,0.14,4.0,568.0,Yes,0.0
29711,38.0,female,High School,43949.0,19,MORTGAGE,6000.0,DEBTCONSOLIDATION,13.99,0.14,16.0,652.0,Yes,0.0
5267,,male,Master,61125.0,0,RENT,5000.0,MEDICAL,6.54,0.08,2.0,711.0,Yes,0.0
25111,29.0,female,High School,44145.0,7,RENT,12000.0,MEDICAL,7.49,0.27,10.0,,No,1.0
18097,,male,Bachelor,216860.0,6,RENT,8000.0,PERSONAL,10.37,0.04,5.0,668.0,Yes,0.0
30513,42.0,male,Bachelor,70453.0,22,RENT,7500.0,DEBTCONSOLIDATION,12.99,0.11,17.0,693.0,Yes,0.0
12825,22.0,,High School,44335.0,2,RENT,3000.0,MEDICAL,11.49,0.07,4.0,,No,1.0
18943,27.0,male,Doctorate,35846.0,4,MORTGAGE,8000.0,VENTURE,7.51,0.22,7.0,636.0,Yes,0.0
20236,27.0,female,Master,59873.0,0,RENT,,DEBTCONSOLIDATION,9.32,0.07,9.0,617.0,Yes,0.0
10140,22.0,female,High School,78920.0,0,MORTGAGE,5500.0,MEDICAL,6.03,0.07,2.0,643.0,No,0.0
18032,33.0,female,Master,18166.0,7,OWN,2000.0,VENTURE,14.79,0.11,8.0,,No,0.0
37166,29.0,female,Bachelor,53500.0,3,RENT,8000.0,MEDICAL,15.91,0.15,8.0,650.0,No,0.0
7872,22.0,male,Associate,47729.0,0,RENT,7000.0,PERSONAL,8.9,0.15,3.0,626.0,No,1.0
27672,32.0,male,Bachelor,192711.0,11,MORTGAGE,12000.0,DEBTCONSOLIDATION,7.88,0.06,8.0,675.0,Yes,0.0
12603,22.0,male,Bachelor,30959.0,2,RENT,3000.0,EDUCATION,12.69,0.1,3.0,,Yes,0.0
43285,25.0,male,Bachelor,97042.0,5,RENT,5000.0,PERSONAL,12.02,0.05,4.0,590.0,No,1.0
31001,44.0,male,Doctorate,65782.0,20,RENT,10000.0,DEBTCONSOLIDATION,11.01,0.15,11.0,654.0,Yes,0.0
41483,31.0,male,Bachelor,54619.0,10,RENT,4000.0,EDUCATION,12.95,0.07,7.0,671.0,No,0.0
10897,26.0,male,Master,84959.0,6,MORTGAGE,4500.0,PERSONAL,7.51,0.05,4.0,608.0,Yes,0.0
20956,29.0,male,High School,58727.0,11,RENT,8800.0,MEDICAL,8.49,0.15,9.0,674.0,Yes,0.0
19767,27.0,female,High School,43857.0,5,MORTGAGE,4800.0,VENTURE,8.49,0.11,8.0,668.0,No,0.0
38248,30.0,female,High School,43136.0,11,OWN,3600.0,PERSONAL,12.7,0.08,7.0,622.0,No,0.0
11230,26.0,male,High School,79722.0,4,MORTGAGE,15000.0,DEBTCONSOLIDATION,14.42,0.19,2.0,561.0,No,1.0
12799,24.0,male,High School,49322.0,5,RENT,3000.0,PERSONAL,11.01,0.06,4.0,679.0,No,0.0
38853,23.0,male,Associate,31046.0,0,RENT,5542.0,VENTURE,10.07,0.18,4.0,,Yes,0.0
43570,31.0,female,High School,72617.0,7,MORTGAGE,6000.0,EDUCATION,12.69,0.08,8.0,632.0,No,1.0
40541,34.0,male,Bachelor,101863.0,9,OWN,25000.0,VENTURE,13.94,0.25,10.0,525.0,Yes,0.0
13798,26.0,male,Associate,116473.0,1,MORTGAGE,16000.0,HOMEIMPROVEMENT,5.79,0.14,2.0,634.0,Yes,0.0
20906,28.0,female,High School,81247.0,8,RENT,9000.0,MEDICAL,16.29,0.11,9.0,562.0,No,1.0
16645,23.0,female,High School,109173.0,0,MORTGAGE,6000.0,DEBTCONSOLIDATION,11.89,0.05,4.0,592.0,Yes,0.0
20875,31.0,female,Bachelor,75588.0,10,RENT,9000.0,DEBTCONSOLIDATION,12.53,0.12,8.0,685.0,No,0.0
3675,,female,High School,18001.0,0,RENT,4000.0,HOMEIMPROVEMENT,7.29,0.22,4.0,635.0,No,1.0
30378,41.0,female,High School,65041.0,21,MORTGAGE,11000.0,VENTURE,11.01,0.17,14.0,574.0,Yes,0.0
6679,,female,High School,67422.0,1,RENT,6000.0,EDUCATION,10.99,0.09,3.0,588.0,Yes,0.0
42034,27.0,male,Bachelor,113157.0,1,RENT,20000.0,DEBTCONSOLIDATION,12.35,0.18,5.0,585.0,Yes,0.0
8149,24.0,male,Bachelor,68072.0,3,MORTGAGE,2000.0,VENTURE,10.99,0.03,4.0,662.0,Yes,0.0
42779,25.0,,Bachelor,78919.0,6,RENT,20000.0,VENTURE,11.82,0.25,3.0,712.0,No,1.0
22168,29.0,male,Associate,36514.0,5,RENT,6600.0,MEDICAL,15.33,0.18,8.0,694.0,No,1.0
18840,29.0,female,,21245.0,4,RENT,1450.0,EDUCATION,11.01,0.07,6.0,616.0,Yes,0.0
22592,29.0,female,Associate,66885.0,3,RENT,7450.0,HOMEIMPROVEMENT,15.62,0.11,8.0,574.0,Yes,0.0
3297,22.0,male,Bachelor,36917.0,0,RENT,,VENTURE,12.21,0.1,3.0,578.0,Yes,0.0
39164,24.0,female,Master,54750.0,0,RENT,1500.0,MEDICAL,7.5,0.03,4.0,606.0,No,0.0
10690,22.0,female,Master,46183.0,0,RENT,10000.0,EDUCATION,10.75,0.22,2.0,,Yes,0.0
6344,23.0,male,Associate,59632.0,0,MORTGAGE,6000.0,VENTURE,7.88,0.1,4.0,674.0,Yes,0.0
29494,43.0,female,Associate,35523.0,23,OWN,5000.0,MEDICAL,7.88,0.14,11.0,697.0,Yes,0.0
17624,23.0,male,Bachelor,39623.0,0,RENT,8500.0,MEDICAL,13.16,0.21,4.0,610.0,Yes,
12218,22.0,female,,38399.0,0,RENT,12000.0,DEBTCONSOLIDATION,10.25,0.31,4.0,702.0,No,1.0
1195,26.0,female,Bachelor,57881.0,3,RENT,16500.0,MEDICAL,11.01,0.29,4.0,515.0,No,1.0
1947,26.0,male,Bachelor,37000.0,5,MORTGAGE,2000.0,HOMEIMPROVEMENT,11.99,0.05,2.0,639.0,No,1.0
21371,28.0,male,Associate,44235.0,4,RENT,5600.0,PERSONAL,11.11,0.13,5.0,640.0,No,0.0
4455,24.0,male,Associate,56047.0,4,RENT,4800.0,DEBTCONSOLIDATION,7.49,0.09,2.0,573.0,Yes,0.0
18085,30.0,male,Master,217143.0,9,MORTGAGE,12500.0,DEBTCONSOLIDATION,6.03,0.06,6.0,692.0,No,0.0
42095,27.0,male,Master,80173.0,4,MORTGAGE,2885.0,VENTURE,7.33,0.04,3.0,712.0,Yes,0.0
29109,27.0,male,Bachelor,94535.0,3,MORTGAGE,5125.0,VENTURE,8.59,0.05,8.0,600.0,Yes,0.0
33884,,male,Master,87508.0,14,MORTGAGE,6000.0,VENTURE,11.44,0.07,17.0,651.0,Yes,0.0
13513,21.0,female,Bachelor,63206.0,0,RENT,12500.0,MEDICAL,11.01,0.2,3.0,575.0,Yes,0.0
7035,22.0,male,Associate,20201.0,0,RENT,,VENTURE,9.91,0.31,2.0,647.0,No,1.0
36588,26.0,female,Bachelor,68261.0,7,MORTGAGE,20000.0,PERSONAL,13.16,0.29,4.0,627.0,Yes,0.0
44287,28.0,female,High School,43424.0,7,RENT,,DEBTCONSOLIDATION,6.32,0.28,6.0,,No,1.0
23253,34.0,male,Bachelor,73054.0,11,MORTGAGE,1500.0,EDUCATION,6.03,0.02,6.0,651.0,No,0.0
18842,27.0,male,Bachelor,34239.0,5,MORTGAGE,3500.0,EDUCATION,6.99,0.1,9.0,633.0,No,0.0
2084,22.0,male,Bachelor,26976.0,3,RENT,2400.0,HOMEIMPROVEMENT,16.29,0.09,4.0,632.0,No,1.0
21646,33.0,female,Master,43350.0,14,RENT,6000.0,VENTURE,13.49,0.14,5.0,730.0,No,1.0
38270,27.0,male,Master,66494.0,1,RENT,8000.0,EDUCATION,11.49,0.12,6.0,599.0,Yes,0.0
44934,29.0,female,Master,53753.0,5,RENT,4000.0,HOMEIMPROVEMENT,12.51,0.07,8.0,614.0,No,1.0
40616,23.0,male,Associate,30186.0,1,RENT,2000.0,EDUCATION,13.78,0.07,3.0,618.0,Yes,0.0
40248,,female,Associate,77059.0,5,MORTGAGE,24000.0,HOMEIMPROVEMENT,10.71,0.31,5.0,628.0,Yes,0.0
7910,,female,Master,58455.0,5,RENT,,MEDICAL,5.79,0.12,3.0,633.0,Yes,0.0
42386,25.0,female,Bachelor,68490.0,5,RENT,3805.0,DEBTCONSOLIDATION,15.09,0.06,3.0,568.0,No,1.0
29412,40.0,female,Associate,84658.0,19,RENT,16000.0,DEBTCONSOLIDATION,11.99,0.19,12.0,645.0,Yes,0.0
5083,24.0,male,,53030.0,0,MORTGAGE,10000.0,HOMEIMPROVEMENT,14.26,0.19,4.0,683.0,No,0.0
19617,33.0,male,Bachelor,42630.0,11,OWN,10000.0,VENTURE,8.49,0.23,5.0,643.0,Yes,0.0
24223,28.0,male,High School,13683.0,4,RENT,4200.0,DEBTCONSOLIDATION,11.83,0.31,5.0,507.0,No,1.0
4563,24.0,male,Bachelor,118634.0,2,RENT,10000.0,HOMEIMPROVEMENT,7.51,0.08,4.0,587.0,No,0.0
13285,23.0,male,Bachelor,38294.0,2,RENT,12500.0,DEBTCONSOLIDATION,10.65,0.33,4.0,,No,1.0
34728,,,Bachelor,54047.0,5,MORTGAGE,,HOMEIMPROVEMENT,7.2,0.07,3.0,,Yes,0.0
30423,39.0,female,Associate,46495.0,21,RENT,7000.0,DEBTCONSOLIDATION,11.49,0.15,11.0,631.0,No,0.0
40147,26.0,,Bachelor,97071.0,3,MORTGAGE,,HOMEIMPROVEMENT,12.48,0.11,5.0,638.0,Yes,0.0
25749,,male,High School,91105.0,8,RENT,12325.0,MEDICAL,12.73,0.14,6.0,524.0,Yes,0.0
6715,23.0,female,High School,65415.0,5,RENT,6000.0,DEBTCONSOLIDATION,15.62,0.09,4.0,643.0,No,1.0
41268,29.0,female,Bachelor,44315.0,5,RENT,8000.0,VENTURE,12.34,0.18,7.0,618.0,No,0.0
36639,24.0,female,,46735.0,4,MORTGAGE,6208.0,MEDICAL,8.66,0.13,4.0,611.0,Yes,0.0
21259,31.0,male,Associate,56173.0,9,MORTGAGE,7000.0,VENTURE,7.88,0.12,6.0,591.0,No,0.0
19991,27.0,female,High School,55051.0,4,RENT,3600.0,VENTURE,12.42,0.07,8.0,455.0,Yes,0.0
33934,30.0,female,Master,319355.0,8,MORTGAGE,24188.0,PERSONAL,14.1,0.08,8.0,694.0,No,0.0
27897,30.0,,Bachelor,78015.0,6,MORTGAGE,10200.0,EDUCATION,6.62,0.13,5.0,688.0,No,0.0
23463,34.0,male,Master,76615.0,11,MORTGAGE,18000.0,DEBTCONSOLIDATION,11.49,0.23,9.0,691.0,No,0.0
28523,29.0,female,Master,61322.0,5,RENT,3000.0,EDUCATION,7.29,0.05,10.0,618.0,Yes,0.0
38425,25.0,female,High School,46729.0,1,RENT,9659.0,DEBTCONSOLIDATION,10.5,0.21,3.0,697.0,No,0.0
18272,30.0,female,High School,87421.0,6,RENT,23000.0,EDUCATION,12.18,0.26,6.0,696.0,No,1.0
38753,31.0,female,Doctorate,109108.0,6,MORTGAGE,15000.0,PERSONAL,12.23,0.14,6.0,663.0,Yes,
26911,28.0,male,High School,58735.0,6,RENT,15000.0,PERSONAL,11.99,0.26,7.0,636.0,No,1.0
6698,23.0,male,Bachelor,61208.0,0,MORTGAGE,15250.0,VENTURE,15.95,0.25,3.0,591.0,Yes,0.0
38573,33.0,female,High School,30177.0,14,RENT,2000.0,MEDICAL,14.35,0.07,8.0,542.0,Yes,0.0
37619,42.0,female,High School,181167.0,16,MORTGAGE,18393.0,HOMEIMPROVEMENT,11.01,0.1,17.0,655.0,No,0.0
36740,27.0,male,High School,56215.0,5,RENT,9000.0,PERSONAL,7.2,0.16,4.0,554.0,Yes,0.0
38407,25.0,female,Associate,37046.0,4,RENT,8000.0,MEDICAL,12.91,0.22,4.0,699.0,No,0.0
23326,33.0,female,Bachelor,82942.0,11,RENT,8000.0,HOMEIMPROVEMENT,10.62,0.1,6.0,582.0,No,0.0
33845,24.0,female,Bachelor,22717.0,0,OWN,2774.0,PERSONAL,7.7,0.12,3.0,660.0,Yes,0.0
39957,29.0,male,Bachelor,30916.0,2,OWN,9100.0,MEDICAL,9.33,0.29,8.0,633.0,Yes,0.0
7741,22.0,female,High School,40983.0,0,RENT,7000.0,DEBTCONSOLIDATION,11.01,0.17,2.0,557.0,No,0.0
26980,31.0,female,Master,130703.0,10,MORTGAGE,35000.0,DEBTCONSOLIDATION,13.49,0.27,10.0,649.0,No,1.0
43168,26.0,male,Bachelor,69873.0,3,MORTGAGE,25000.0,MEDICAL,12.75,0.36,6.0,691.0,No,1.0
4287,22.0,female,Master,37174.0,0,RENT,4550.0,DEBTCONSOLIDATION,12.84,0.12,3.0,647.0,Yes,0.0
13642,24.0,female,Bachelor,115044.0,4,MORTGAGE,35000.0,DEBTCONSOLIDATION,11.99,0.3,2.0,620.0,Yes,0.0
27152,30.0,male,Bachelor,136793.0,6,MORTGAGE,30000.0,DEBTCONSOLIDATION,15.62,0.22,8.0,643.0,No,1.0
28970,29.0,male,Bachelor,89759.0,7,RENT,4500.0,VENTURE,13.61,0.05,8.0,600.0,Yes,0.0
38500,32.0,female,Bachelor,90859.0,7,MORTGAGE,12000.0,MEDICAL,6.81,0.13,10.0,679.0,Yes,0.0
7561,26.0,male,Associate,44495.0,3,RENT,6400.0,MEDICAL,5.99,0.14,3.0,644.0,Yes,0.0
1932,26.0,female,Master,79374.0,1,RENT,2000.0,MEDICAL,7.51,0.03,2.0,632.0,Yes,0.0
12747,24.0,female,Bachelor,102938.0,4,MORTGAGE,25600.0,MEDICAL,12.69,0.25,4.0,641.0,Yes,0.0
15235,22.0,male,Master,29694.0,0,OWN,6000.0,EDUCATION,11.49,0.2,4.0,578.0,Yes,
34994,34.0,female,Bachelor,611327.0,10,MORTGAGE,2144.0,DEBTCONSOLIDATION,12.87,0.0,7.0,712.0,No,0.0
25126,28.0,female,Master,97259.0,4,MORTGAGE,2500.0,VENTURE,11.01,0.03,7.0,716.0,Yes,0.0
660,23.0,male,Master,65733.0,0,RENT,20000.0,DEBTCONSOLIDATION,14.84,0.3,3.0,592.0,No,1.0
19794,27.0,male,Bachelor,37192.0,6,MORTGAGE,5350.0,PERSONAL,13.06,0.14,6.0,671.0,No,1.0
40872,23.0,female,High School,49124.0,0,RENT,7000.0,DEBTCONSOLIDATION,9.17,0.14,3.0,,Yes,0.0
36450,25.0,female,Bachelor,66876.0,1,RENT,10000.0,VENTURE,12.51,0.15,2.0,668.0,No,0.0
21527,29.0,male,Associate,58320.0,4,MORTGAGE,5000.0,VENTURE,11.97,0.09,5.0,519.0,Yes,0.0
32084,37.0,,Bachelor,88421.0,18,RENT,11500.0,HOMEIMPROVEMENT,12.21,0.13,13.0,707.0,No,
34356,23.0,female,Bachelor,24652.0,0,RENT,1639.0,DEBTCONSOLIDATION,7.74,0.07,3.0,673.0,No,0.0
29727,44.0,female,High School,75398.0,23,RENT,,DEBTCONSOLIDATION,8.07,0.15,16.0,639.0,No,0.0
20653,29.0,,Bachelor,35938.0,3,RENT,5000.0,VENTURE,15.23,0.14,7.0,664.0,No,0.0
37170,23.0,male,High School,44258.0,0,RENT,6000.0,EDUCATION,12.67,0.14,4.0,644.0,Yes,0.0
39357,23.0,male,Master,49247.0,5,MORTGAGE,5000.0,MEDICAL,7.68,0.1,4.0,627.0,No,0.0
17324,23.0,male,Master,72056.0,2,RENT,20000.0,EDUCATION,12.29,0.28,2.0,682.0,No,1.0
41365,35.0,male,Master,29791.0,11,RENT,2000.0,MEDICAL,9.3,0.07,8.0,616.0,Yes,0.0
37820,26.0,female,Bachelor,400383.0,2,MORTGAGE,2906.0,VENTURE,11.55,0.01,5.0,614.0,Yes,0.0
16274,26.0,male,Master,241002.0,7,MORTGAGE,15000.0,MEDICAL,14.79,0.06,4.0,667.0,No,0.0
41689,29.0,female,High School,143446.0,5,MORTGAGE,35000.0,EDUCATION,8.17,0.24,8.0,668.0,No,0.0
30607,38.0,,Doctorate,73316.0,12,MORTGAGE,12000.0,DEBTCONSOLIDATION,7.66,0.16,15.0,631.0,Yes,0.0
40445,33.0,male,Bachelor,62075.0,12,RENT,1934.0,PERSONAL,9.83,0.03,12.0,624.0,Yes,0.0
32509,56.0,female,High School,115308.0,34,MORTGAGE,12000.0,PERSONAL,11.58,0.1,20.0,637.0,Yes,0.0
33711,46.0,female,Doctorate,57399.0,25,MORTGAGE,,VENTURE,7.14,0.1,15.0,690.0,No,0.0
34751,34.0,female,Master,60360.0,10,RENT,12000.0,VENTURE,12.9,0.2,8.0,634.0,Yes,0.0
38794,30.0,male,Doctorate,63471.0,6,MORTGAGE,7000.0,PERSONAL,12.72,0.11,9.0,,No,0.0
11738,26.0,male,Master,96823.0,3,RENT,10000.0,EDUCATION,8.49,0.1,4.0,563.0,Yes,0.0
13215,26.0,female,Bachelor,108999.0,0,MORTGAGE,10000.0,DEBTCONSOLIDATION,6.62,0.09,4.0,,No,0.0
3210,22.0,male,High School,63619.0,0,RENT,,PERSONAL,9.62,0.06,2.0,660.0,Yes,0.0
6775,26.0,male,High School,28352.0,5,RENT,7000.0,HOMEIMPROVEMENT,8.0,0.25,4.0,,No,1.0
36141,27.0,male,Bachelor,102887.0,5,RENT,6000.0,DEBTCONSOLIDATION,9.89,0.06,4.0,670.0,Yes,0.0
39739,,male,Master,173650.0,7,MORTGAGE,20477.0,DEBTCONSOLIDATION,12.69,0.12,8.0,646.0,Yes,0.0
33080,29.0,female,High School,108945.0,4,MORTGAGE,,DEBTCONSOLIDATION,9.71,0.04,5.0,652.0,Yes,
9694,22.0,male,Bachelor,89395.0,0,RENT,8400.0,MEDICAL,6.54,0.09,4.0,558.0,Yes,0.0
2670,23.0,female,Master,61202.0,1,RENT,3000.0,DEBTCONSOLIDATION,8.49,0.05,2.0,704.0,No,0.0
41319,39.0,male,Doctorate,33181.0,15,RENT,4800.0,MEDICAL,8.56,0.14,13.0,,No,0.0
36121,24.0,female,,109136.0,0,MORTGAGE,12000.0,EDUCATION,12.18,0.11,3.0,,Yes,0.0
28098,30.0,male,High School,48901.0,7,RENT,3000.0,MEDICAL,7.14,0.06,5.0,540.0,Yes,0.0
7189,23.0,male,High School,63319.0,1,MORTGAGE,22000.0,EDUCATION,7.51,0.35,2.0,670.0,Yes,0.0
30263,38.0,female,Associate,73270.0,18,RENT,6000.0,HOMEIMPROVEMENT,13.57,0.08,15.0,705.0,No,0.0
11654,26.0,female,Associate,88578.0,3,RENT,10000.0,PERSONAL,7.29,0.11,3.0,670.0,No,0.0
690,23.0,male,Bachelor,78597.0,1,RENT,20000.0,VENTURE,11.49,0.25,3.0,596.0,No,1.0
10425,22.0,female,Master,34618.0,1,RENT,10000.0,EDUCATION,5.42,0.29,3.0,548.0,No,1.0
12420,22.0,male,Master,98167.0,0,MORTGAGE,9100.0,EDUCATION,12.42,0.09,3.0,664.0,Yes,0.0
41525,26.0,female,,85137.0,5,RENT,10000.0,EDUCATION,9.45,0.12,3.0,697.0,No,0.0
624,22.0,,Bachelor,56273.0,0,RENT,20000.0,DEBTCONSOLIDATION,16.0,0.36,4.0,700.0,No,1.0
11156,25.0,female,Bachelor,53862.0,3,RENT,10000.0,MEDICAL,15.65,0.19,4.0,564.0,No,1.0
5263,24.0,male,Bachelor,130812.0,2,RENT,8800.0,EDUCATION,10.99,0.07,4.0,650.0,Yes,0.0
29000,31.0,male,Bachelor,41599.0,7,MORTGAGE,15250.0,MEDICAL,12.53,0.37,8.0,674.0,Yes,0.0
6504,26.0,male,Doctorate,60897.0,3,OWN,9825.0,VENTURE,7.9,0.16,4.0,693.0,Yes,0.0
37174,29.0,female,Master,87603.0,8,MORTGAGE,24000.0,DEBTCONSOLIDATION,10.99,0.27,7.0,662.0,No,0.0
39577,23.0,female,Bachelor,37133.0,3,RENT,1000.0,EDUCATION,8.9,0.03,3.0,497.0,Yes,0.0
44510,24.0,male,Bachelor,29723.0,0,RENT,8500.0,PERSONAL,7.9,0.29,3.0,,No,1.0
19193,27.0,,Bachelor,45178.0,3,RENT,13500.0,MEDICAL,10.78,0.3,6.0,671.0,No,1.0
15602,26.0,female,Associate,180880.0,7,MORTGAGE,35000.0,MEDICAL,15.96,0.19,3.0,681.0,No,0.0
36777,26.0,female,High School,73390.0,3,RENT,9800.0,PERSONAL,11.01,0.13,4.0,613.0,Yes,0.0
39620,21.0,male,Associate,49189.0,1,OWN,15000.0,MEDICAL,13.16,0.3,4.0,573.0,Yes,
30559,37.0,female,High School,71667.0,15,MORTGAGE,9000.0,HOMEIMPROVEMENT,10.25,0.13,13.0,678.0,Yes,0.0
12681,23.0,male,,77089.0,0,RENT,12000.0,EDUCATION,11.01,0.16,2.0,580.0,Yes,0.0
19192,29.0,female,Bachelor,36952.0,7,MORTGAGE,1400.0,EDUCATION,8.9,0.04,9.0,706.0,No,1.0
22849,29.0,,High School,71629.0,3,MORTGAGE,16000.0,VENTURE,9.88,0.22,6.0,,Yes,0.0
16638,23.0,female,High School,54660.0,0,RENT,1500.0,VENTURE,11.63,0.03,4.0,669.0,Yes,0.0
20403,29.0,female,Master,60403.0,7,RENT,4500.0,HOMEIMPROVEMENT,12.61,0.07,6.0,684.0,No,1.0
21616,30.0,,Master,46601.0,7,RENT,,VENTURE,11.01,0.13,10.0,598.0,Yes,0.0
9431,26.0,male,Associate,92643.0,5,RENT,8000.0,PERSONAL,13.11,0.09,3.0,,Yes,0.0
18383,34.0,male,High School,85221.0,12,RENT,20000.0,PERSONAL,11.01,0.23,9.0,530.0,Yes,0.0
41747,22.0,male,Associate,37064.0,0,RENT,9032.0,MEDICAL,6.79,0.24,4.0,640.0,Yes,0.0
12850,24.0,,Associate,51377.0,2,RENT,3000.0,MEDICAL,12.73,0.06,4.0,674.0,Yes,0.0
30996,37.0,male,Bachelor,87692.0,18,MORTGAGE,1600.0,EDUCATION,13.92,0.02,16.0,704.0,Yes,0.0
8336,25.0,male,High School,64975.0,3,RENT,7500.0,EDUCATION,10.39,0.12,4.0,639.0,Yes,0.0
23409,32.0,male,Associate,75461.0,9,MORTGAGE,6000.0,MEDICAL,14.27,0.08,6.0,655.0,Yes,0.0
32362,52.0,male,High School,58544.0,32,RENT,11000.0,MEDICAL,12.73,0.19,22.0,684.0,No,0.0
39077,23.0,male,Master,35672.0,3,MORTGAGE,2000.0,MEDICAL,9.7,0.06,3.0,609.0,Yes,0.0
34627,25.0,female,Bachelor,102982.0,4,RENT,12000.0,VENTURE,13.58,0.12,4.0,519.0,Yes,0.0
41578,27.0,female,Associate,97091.0,4,RENT,9000.0,EDUCATION,11.37,0.09,7.0,705.0,No,0.0
36039,33.0,female,Associate,75482.0,11,RENT,3000.0,HOMEIMPROVEMENT,8.29,0.04,9.0,653.0,No,0.0
32599,26.0,male,High School,46663.0,7,MORTGAGE,15000.0,MEDICAL,15.32,0.32,3.0,,No,0.0
28030,,male,Bachelor,86261.0,5,MORTGAGE,5300.0,DEBTCONSOLIDATION,11.49,0.06,9.0,674.0,Yes,0.0
34990,25.0,female,High School,82412.0,2,MORTGAGE,3563.0,HOMEIMPROVEMENT,6.48,0.04,4.0,643.0,Yes,0.0
17647,22.0,female,High School,47887.0,0,MORTGAGE,7000.0,EDUCATION,8.94,0.15,3.0,640.0,No,1.0
29918,49.0,female,High School,139059.0,25,RENT,10000.0,PERSONAL,10.37,0.07,17.0,608.0,Yes,0.0
30010,37.0,female,High School,53677.0,14,MORTGAGE,5000.0,PERSONAL,7.49,0.09,13.0,694.0,Yes,0.0
22937,32.0,male,High School,72970.0,11,MORTGAGE,6000.0,MEDICAL,6.62,0.08,7.0,682.0,No,0.0
36399,24.0,male,Master,144782.0,2,MORTGAGE,12000.0,EDUCATION,7.61,0.08,4.0,637.0,Yes,0.0
39846,28.0,female,,102080.0,3,MORTGAGE,25000.0,VENTURE,14.65,0.24,7.0,620.0,Yes,0.0
3175,23.0,male,Bachelor,48998.0,0,RENT,3500.0,PERSONAL,13.23,0.07,2.0,,Yes,0.0
31531,36.0,male,Bachelor,122064.0,11,MORTGAGE,12000.0,MEDICAL,11.01,0.1,14.0,670.0,Yes,0.0
19560,32.0,female,Master,42733.0,11,MORTGAGE,12000.0,PERSONAL,10.25,0.28,9.0,614.0,No,0.0
41056,26.0,female,High School,65384.0,1,MORTGAGE,10000.0,EDUCATION,9.84,0.15,4.0,666.0,Yes,0.0
18691,30.0,male,Associate,51525.0,7,RENT,16200.0,MEDICAL,10.25,0.31,6.0,,No,1.0
31964,37.0,male,Associate,72806.0,15,RENT,3000.0,EDUCATION,12.53,0.04,15.0,617.0,Yes,0.0
23436,35.0,female,Associate,76216.0,13,OWN,1600.0,MEDICAL,5.42,0.02,5.0,606.0,No,0.0
